Date,Title,Description,Duration,Links,Places
2015-11-06,WS MoreOrLess: China's One Child Policy,"As China ends its one child rule what has been its impact on the country’s population? The More or Less team take a look at whether the policy on its own has slowed the rate at which China’s population has been growing. And now that parents in China will be allowed to have two children, which country will have the largest population in 2030? China or India? Ruth Alexander presents.",10 minutes,https://www.bbc.co.uk/programmes/p037bh6v,"['China', 'China', 'China', 'China', 'India']"
2015-10-30,WS MoreOrLess: Processed Meat and Cancer,"Are processed meats as cancer-causing as cigarettes, and has the Rugby world cup been the most brutal? Ruth Alexander investigates.",10 minutes,https://www.bbc.co.uk/programmes/p036nt3g,[]
2015-10-23,WS MoreOrLess: Oil,"Nigeria’s President Muhammadu Buhari said a million barrels of the country’s oil were stolen per day. Is he right? Ruth Alexander asks Peter Cunliffe-Jones of Africa Check. And, does 13% of the world’s undiscovered oil lie in the Arctic? Producers: Keith Moore and Phoebe Keane.",10 minutes,https://www.bbc.co.uk/programmes/p03619gk,"['Nigeria', 'Arctic']"
2015-10-16,WS MoreOrLess: Foreign Aid: More Harm Than Good?,Tim Harford interviews Nobel Prize winning economist professor Angus Deaton about a lifetime measuring inequality,9 minutes,https://www.bbc.co.uk/programmes/p035fg0x,[]
2015-10-09,WS MoreOrLess: Are Tall People More Likely to Get Cancer?,"Are tall people really more likely to get cancer? Ruth Alexander looks at a new Swedish study that’s caused headlines around the world, and asks how worried tall people like her should be about developing the conditions.",10 minutes,https://www.bbc.co.uk/programmes/p034sp4t,['Swedish']
2015-10-02,WS MoreOrLess: Football’s Red Card Cliché,"Managers and pundits often say “it’s harder to play against ten men”, but is there any truth in it? Also, Tim Harford speaks to the author Siobhan Roberts about Professor John Conway, who has been described as a genius and one of the world’s most charismatic mathematicians. Producers: Keith Moore and Wesley Stephenson",10 minutes,https://www.bbc.co.uk/programmes/p0345g46,[]
2015-09-28,"Alzheimers, Psychology science, John Conway, Red cards, Decimate","Alzheimers What's behind the claim that 1 in 3 people born in the UK this year could get Alzheimers? How reliable is the science in psychology? The Reproducibility of Psychological Science project reported recently and it made grim reading. Having replicated 100 psychological studies published in three psychology journals only thirty six had significant results compared to 97% first time around. So is there a problem with psychological science and what should be done to fix it? One of mathematics' enigmas He is described as one of the most charismatic mathematicians but he is also shy and enigmatic. Professor John Conway has been described as a genius whose most famous innovation is the cell automaton The Game of Life - Tim talks to Siobhan Roberts about the man and his life. Is it more difficult to play against ten men? Arsene Wenger has said it, Sam Allerdyce and Steve Bruce have said it too - it's more difficult to play against ten men. It's an oft quoted footballing cliché but is there any truth in it? Decimate Tim used the word in an interview last week to mean devastate rather than cut by ten percent - many listeners said this was unforgivable - was it? - We ask Oliver Kamm - Author of 'Accidence Will Happen: The Non-Pedantic Guide to English Usage'.",28 minutes,https://www.bbc.co.uk/programmes/p033rt24,"['UK', ""English Usage'""]"
2015-09-25,WS MoreOrLess: How Reliable is Psychology Science?,How reliable is psychology science? The Reproducibility of Psychological Science project reported recently and it made grim reading. Having replicated 100 psychological studies published in three psychology journals only thirty six had significant results compared to 97% first time around. So is there a problem with psychological science and what should be done to fix it. Decimate Tim used the word in an interview last week to mean devastate rather than cut by ten percent – many listeners said this was unforgivable – was it? – We ask Oliver Kamm - Author of 'Accidence Will Happen: The Non-Pedantic Guide to English Usage'.,10 minutes,https://www.bbc.co.uk/programmes/p033j20k,"[""English Usage'""]"
2015-09-18,WS MoreOrLess: The Rise of the Giants?,"The average rugby pack is much bigger than it was 20 years ago but has the growth finally plateaued? Living Blue Planet Index Populations of marine mammals, birds, fish and reptiles have declined by 49% since 1970, a report says. But what does this actually mean?",10 minutes,https://www.bbc.co.uk/programmes/p032vsqv,[]
2015-09-18,Striking Numbers,"Striking numbers?Are the unions really on the rise again and holding the country to ransom?
The rise of the giants Are rugby players really getting biger and bigger?
Living Blue PlanetIndex Populations of marine mammals, birds, fish and reptiles have declined by 49% since 1970, a report says. But what does this actually mean?
Bean counter The Office for National Statistics is much maligned whether it's its data revisions, the fact that some of it statistics have been deemed not fit for purpose or that we still haven't worked out why UK productivity is so low. So George Osborne has launched a review of the economic statistics spewed out by the ONS to see where improvements can be made. Tim talks to Professor Sir Charles Bean who is conducting the review.
Banana Equivalent doseFollowing on from our revelation that bananas can't kill you even if you eat seven we look deeper into their radioactivity and the 'banana equivalent dose'.",29 minutes,https://www.bbc.co.uk/programmes/p032vj7t,['UK']
2015-09-11,WS MoreOrLess: How Many is Too Many Bananas?,Too dense Is population density the right measure to be looking at when working out how many refugees countries should take- and if not what is? How many bananas will kill you? There’s a belief among some people that too many bananas will kill you. Eat too many and you will overdose on potassium and die. But how many bananas would you need to eat?,10 minutes,https://www.bbc.co.uk/programmes/p0328448,[]
